IPProto,SrcIP,SrcPort,DstIp,DstPort,UID,App,PackageName,Proto,Status,Info,BytesSent,BytesRcvd,PktsSent,PktsRcvd,FirstSeen,LastSeen
6,10.215.173.1,52592,34.160.81.0,443,10252,AIO Launcher,ru.execbit.aiolauncher,HTTPS,Cerrado,o4509058527330304.ingest.us.sentry.io,2115,1701,9,9,2026-06-13T11:58:39.827-05:00,2026-06-13T11:58:40.025-05:00
17,10.215.173.1,47404,10.215.173.2,53,10147,Servicios de Google Play,com.google.android.gms,DNS,Cerrado,mtalk.google.com,62,119,1,1,2026-06-13T11:58:43.200-05:00,2026-06-13T11:58:43.251-05:00
17,10.215.173.1,15310,10.215.173.2,53,10147,Servicios de Google Play,com.google.android.gms,DNS,Cerrado,mtalk.google.com,62,107,1,1,2026-06-13T11:58:43.204-05:00,2026-06-13T11:58:43.253-05:00
6,10.215.173.1,58698,142.250.113.188,5228,10147,Servicios de Google Play,com.google.android.gms,TLS,Cerrado,mtalk.google.com,1530,5197,10,10,2026-06-13T11:58:43.262-05:00,2026-06-13T11:59:59.767-05:00
6,10.215.173.1,54144,34.160.81.0,443,10252,AIO Launcher,ru.execbit.aiolauncher,HTTPS,Cerrado,o4509058527330304.ingest.us.sentry.io,2088,1701,9,9,2026-06-13T11:58:45.880-05:00,2026-06-13T11:58:46.109-05:00
17,10.215.173.1,40794,57.144.22.192,443,10227,Instagram,com.instagram.android,UDP,Cerrado,,914,146,2,2,2026-06-13T11:58:45.889-05:00,2026-06-13T11:58:45.986-05:00
17,10.215.173.1,39273,157.240.14.142,443,10227,Instagram,com.instagram.android,QUIC,Cerrado,,9074,12474,27,35,2026-06-13T11:58:46.117-05:00,2026-06-13T11:59:11.707-05:00
6,10.215.173.1,54146,34.160.81.0,443,10252,AIO Launcher,ru.execbit.aiolauncher,HTTPS,Cerrado,o4509058527330304.ingest.us.sentry.io,2090,1701,9,9,2026-06-13T11:58:46.137-05:00,2026-06-13T11:58:46.342-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,59670,2a03:2880:f363:90:face:b00c:0:8e,443,10227,Instagram,com.instagram.android,TCP,Cerrado,,80,60,1,1,2026-06-13T11:58:46.217-05:00,2026-06-13T11:59:49.454-05:00
6,10.215.173.1,39750,57.144.198.144,443,10227,Instagram,com.instagram.android,HTTPS,Cerrado,edge-mqtt.facebook.com,3651,1826,9,8,2026-06-13T11:58:46.281-05:00,2026-06-13T11:59:49.455-05:00
17,10.215.173.1,60910,57.144.198.192,443,10227,Instagram,com.instagram.android,QUIC,Cerrado,,7057,6119,10,11,2026-06-13T11:58:46.338-05:00,2026-06-13T11:58:46.703-05:00
6,10.215.173.1,40050,216.239.38.223,443,10256,WhatsApp,com.whatsapp,HTTPS,Cerrado,firebaseinstallations.googleapis.com,1694,5248,8,8,2026-06-13T11:58:46.400-05:00,2026-06-13T11:59:49.455-05:00
17,10.215.173.1,55325,187.244.34.224,443,10227,Instagram,com.instagram.android,QUIC,Cerrado,,1696,2250,5,6,2026-06-13T11:58:46.588-05:00,2026-06-13T11:58:46.633-05:00
6,10.215.173.1,54384,187.244.34.224,443,10227,Instagram,com.instagram.android,TLS,Cerrado,,140,128,3,3,2026-06-13T11:58:46.592-05:00,2026-06-13T11:58:46.605-05:00
17,10.215.173.1,52706,187.244.50.35,443,10227,Instagram,com.instagram.android,QUIC,Cerrado,,1696,2282,5,6,2026-06-13T11:58:46.595-05:00,2026-06-13T11:58:46.656-05:00
6,10.215.173.1,34030,187.244.50.35,443,10227,Instagram,com.instagram.android,TLS,Cerrado,,140,128,3,3,2026-06-13T11:58:46.598-05:00,2026-06-13T11:58:46.634-05:00
17,10.215.173.1,59232,192.178.50.46,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,5519,5046,11,13,2026-06-13T11:58:46.871-05:00,2026-06-13T11:58:47.343-05:00
6,10.215.173.1,35934,216.239.36.223,443,10147,Servicios de Google Play,com.google.android.gms,HTTPS,Cerrado,people-pa.googleapis.com,2534,5405,13,15,2026-06-13T11:58:52.595-05:00,2026-06-13T11:58:52.917-05:00
6,10.215.173.1,33884,157.240.14.52,443,10256,WhatsApp,com.whatsapp,HTTPS,Cerrado,v.whatsapp.net,38764,28574,34,34,2026-06-13T11:58:53.179-05:00,2026-06-13T12:00:51.106-05:00
6,10.215.173.1,33872,157.240.14.52,443,10256,WhatsApp,com.whatsapp,HTTPS,Cerrado,v.whatsapp.net,5593,4527,11,12,2026-06-13T11:58:53.183-05:00,2026-06-13T11:59:59.768-05:00
6,10.215.173.1,33888,157.240.14.52,443,10256,WhatsApp,com.whatsapp,HTTPS,Cerrado,v.whatsapp.net,4400,4251,10,10,2026-06-13T11:58:53.188-05:00,2026-06-13T11:59:59.768-05:00
17,10.215.173.1,42217,192.178.50.78,443,10148,Google Play Store,com.android.vending,QUIC,Cerrado,,11961,6493,17,17,2026-06-13T11:58:54.839-05:00,2026-06-13T11:58:55.371-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,35132,2606:4700:4700::1111,853,-1,Desconocido,unknown,TLS,Error,,2017,3521,13,15,2026-06-13T11:59:04.863-05:00,2026-06-13T11:59:16.266-05:00
17,10.215.173.1,49905,216.239.32.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,11767,9378,24,29,2026-06-13T11:59:04.922-05:00,2026-06-13T11:59:07.197-05:00
17,10.215.173.1,37997,216.239.34.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,5676,8723,18,19,2026-06-13T11:59:06.273-05:00,2026-06-13T11:59:07.312-05:00
6,10.215.173.1,36232,34.160.81.0,443,10252,AIO Launcher,ru.execbit.aiolauncher,HTTPS,Cerrado,o4509058527330304.ingest.us.sentry.io,2113,1701,9,9,2026-06-13T11:59:21.707-05:00,2026-06-13T11:59:21.898-05:00
17,10.215.173.1,37759,57.144.22.196,443,10227,Instagram,com.instagram.android,QUIC,Cerrado,,8526,5267,22,25,2026-06-13T11:59:47.695-05:00,2026-06-13T11:59:48.951-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,52064,2606:4700:4700::1111,853,-1,Desconocido,unknown,TLS,Cerrado,,2017,3581,13,16,2026-06-13T11:59:47.703-05:00,2026-06-13T11:59:59.515-05:00
17,10.215.173.1,36414,216.239.32.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,11818,9892,25,31,2026-06-13T11:59:48.031-05:00,2026-06-13T11:59:51.550-05:00
6,10.215.173.1,43258,34.160.81.0,443,10252,AIO Launcher,ru.execbit.aiolauncher,HTTPS,Cerrado,o4509058527330304.ingest.us.sentry.io,2086,1701,9,9,2026-06-13T11:59:48.277-05:00,2026-06-13T11:59:48.472-05:00
6,10.215.173.1,43262,34.160.81.0,443,10252,AIO Launcher,ru.execbit.aiolauncher,HTTPS,Cerrado,o4509058527330304.ingest.us.sentry.io,2088,1701,9,9,2026-06-13T11:59:48.475-05:00,2026-06-13T11:59:48.663-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,43798,2a03:2880:f351:90:face:b00c:0:8e,443,10227,Instagram,com.instagram.android,TCP,Cerrado,,80,60,1,1,2026-06-13T11:59:49.482-05:00,2026-06-13T12:00:51.107-05:00
6,10.215.173.1,42178,57.144.162.144,443,10227,Instagram,com.instagram.android,HTTPS,Cerrado,edge-mqtt-fallback.facebook.com,3569,4970,11,10,2026-06-13T11:59:49.557-05:00,2026-06-13T12:00:13.170-05:00
17,10.215.173.1,59354,216.239.34.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,5430,5205,14,17,2026-06-13T11:59:50.617-05:00,2026-06-13T11:59:51.664-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,52426,2606:4700:4700::1111,853,-1,Desconocido,unknown,TLS,Error,,1304,5394,11,12,2026-06-13T11:59:59.788-05:00,2026-06-13T12:00:09.852-05:00
6,10.215.173.1,52974,172.217.203.188,5228,10147,Servicios de Google Play,com.google.android.gms,TLS,Cerrado,mtalk.google.com,1384,1188,7,8,2026-06-13T11:59:59.858-05:00,2026-06-13T12:01:01.260-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,35832,2606:4700:4700::1111,853,-1,Desconocido,unknown,TLS,Error,,9245,20505,60,61,2026-06-13T12:00:08.654-05:00,2026-06-13T12:00:31.801-05:00
17,10.215.173.1,34071,142.251.35.227,443,10151,Google,com.google.android.googlequicksearchbox,QUIC,Cerrado,,5346,23072,19,25,2026-06-13T12:00:08.712-05:00,2026-06-13T12:00:09.081-05:00
17,10.215.173.1,47892,216.239.34.223,443,10151,Google,com.google.android.googlequicksearchbox,QUIC,Cerrado,,13712,10380,46,43,2026-06-13T12:00:08.715-05:00,2026-06-13T12:00:14.560-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40104,2607:f8b0:4008:802::2003,443,10151,Google,com.google.android.googlequicksearchbox,HTTPS,Cerrado,www.gstatic.com,2299,6774,8,7,2026-06-13T12:00:08.720-05:00,2026-06-13T12:00:48.511-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40112,2607:f8b0:4008:802::2003,443,10151,Google,com.google.android.googlequicksearchbox,HTTPS,Cerrado,www.gstatic.com,2363,6775,8,7,2026-06-13T12:00:08.731-05:00,2026-06-13T12:00:48.510-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40126,2607:f8b0:4008:802::2003,443,10151,Google,com.google.android.googlequicksearchbox,HTTPS,Cerrado,www.gstatic.com,2395,6774,8,7,2026-06-13T12:00:08.734-05:00,2026-06-13T12:00:48.510-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,53978,2001:4860:4802:34::223,443,10151,Google,com.google.android.googlequicksearchbox,HTTPS,Cerrado,discover-pa.googleapis.com,2358,5913,8,7,2026-06-13T12:00:08.737-05:00,2026-06-13T12:00:48.458-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40436,2607:f8b0:4008:805::200e,443,10151,Google,com.google.android.googlequicksearchbox,HTTPS,Cerrado,encrypted-tbn0.gstatic.com,3414,41522,18,25,2026-06-13T12:00:08.896-05:00,2026-06-13T12:00:48.506-05:00
17,10.215.173.1,40870,142.251.155.119,443,10151,Google,com.google.android.googlequicksearchbox,QUIC,Cerrado,,8318,245661,72,197,2026-06-13T12:00:09.324-05:00,2026-06-13T12:00:09.749-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,46902,2001:4860:4802:38::223,443,10151,Google,com.google.android.googlequicksearchbox,HTTPS,Cerrado,notifications-pa.googleapis.com,3970,6887,14,14,2026-06-13T12:00:11.365-05:00,2026-06-13T12:00:48.459-05:00
17,10.215.173.1,35548,216.239.36.223,443,10161,Gmail,com.google.android.gm,QUIC,Cerrado,,9637,14085,50,51,2026-06-13T12:00:14.148-05:00,2026-06-13T12:01:10.755-05:00
17,10.215.173.1,59928,216.239.32.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,11305,13963,26,34,2026-06-13T12:00:14.431-05:00,2026-06-13T12:00:37.508-05:00
17,10.215.173.1,42715,142.251.155.119,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,6726,9893,16,15,2026-06-13T12:00:16.061-05:00,2026-06-13T12:00:16.811-05:00
17,10.215.173.1,35332,108.177.11.84,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,7392,10743,16,16,2026-06-13T12:00:16.089-05:00,2026-06-13T12:00:16.894-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40858,2001:4860:4826:7700::,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,www.google.com,2228,4446,7,6,2026-06-13T12:00:16.247-05:00,2026-06-13T12:00:16.444-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,41146,2607:f8b0:400c:c01::54,443,10156,Chrome,com.android.chrome,TLS,Cerrado,,140,128,2,2,2026-06-13T12:00:16.339-05:00,2026-06-13T12:00:16.446-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,41152,2607:f8b0:400c:c01::54,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,accounts.google.com,2363,5570,9,8,2026-06-13T12:00:16.409-05:00,2026-06-13T12:00:17.103-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40872,2001:4860:4826:7700::,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,www.google.com,2362,5523,8,7,2026-06-13T12:00:16.438-05:00,2026-06-13T12:00:17.053-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,39994,2607:f8b0:4008:809::2005,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,inbox.google.com,45059,127371,121,164,2026-06-13T12:00:17.357-05:00,2026-06-13T12:02:17.836-05:00
17,10.215.173.1,39327,216.239.32.223,443,10148,Google Play Store,com.android.vending,QUIC,Cerrado,,9121,8735,16,19,2026-06-13T12:00:17.375-05:00,2026-06-13T12:00:17.630-05:00
17,10.215.173.1,51188,216.239.36.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,18522,7413,25,27,2026-06-13T12:00:17.842-05:00,2026-06-13T12:00:22.631-05:00
6,10.215.173.1,56926,142.251.35.225,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,cdn.ampproject.org,5431,250069,62,91,2026-06-13T12:00:17.876-05:00,2026-06-13T12:01:21.614-05:00
17,10.215.173.1,40842,216.239.36.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,21186,6507,33,31,2026-06-13T12:00:18.350-05:00,2026-06-13T12:00:22.393-05:00
6,10.215.173.1,40224,216.239.36.223,443,10147,Servicios de Google Play,com.google.android.gms,HTTPS,Cerrado,people-pa.googleapis.com,4362,4861,14,15,2026-06-13T12:00:18.552-05:00,2026-06-13T12:01:21.614-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,50278,2001:4860:4802:36::223,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,notifications-ueeshp-pa.googleapis.com,7512,7684,17,13,2026-06-13T12:00:18.880-05:00,2026-06-13T12:01:21.615-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,50290,2001:4860:4802:36::223,443,10161,Gmail,com.google.android.gm,TLS,Cerrado,,140,128,2,2,2026-06-13T12:00:18.988-05:00,2026-06-13T12:00:19.030-05:00
6,10.215.173.1,56938,142.251.35.225,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,cdn.ampproject.org,2038,47572,17,25,2026-06-13T12:00:19.255-05:00,2026-06-13T12:01:21.615-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,42098,2607:f8b0:4008:817::2005,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,mail.google.com,12388,443018,108,190,2026-06-13T12:00:19.342-05:00,2026-06-13T12:01:52.067-05:00
17,10.215.173.1,41095,216.239.36.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,34055,6418,40,30,2026-06-13T12:00:19.396-05:00,2026-06-13T12:00:21.901-05:00
17,10.215.173.1,60538,216.239.36.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,19427,7474,28,28,2026-06-13T12:00:22.603-05:00,2026-06-13T12:00:23.367-05:00
6,10.215.173.1,40226,216.239.36.223,443,10147,Servicios de Google Play,com.google.android.gms,HTTPS,Cerrado,people-pa.googleapis.com,4677,4634,10,13,2026-06-13T12:00:23.796-05:00,2026-06-13T12:01:26.778-05:00
17,10.215.173.1,42217,192.178.50.78,443,10148,Google Play Store,com.android.vending,QUIC,Cerrado,,2631,606,5,5,2026-06-13T12:00:37.009-05:00,2026-06-13T12:00:37.334-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,60238,2606:4700:4700::1111,853,-1,Desconocido,unknown,TLS,Error,,4013,8155,26,27,2026-06-13T12:00:37.504-05:00,2026-06-13T12:01:02.317-05:00
6,10.215.173.1,33932,216.239.32.223,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,appsgrowthsignup-pa.googleapis.com,2142,10598,11,13,2026-06-13T12:00:37.580-05:00,2026-06-13T12:01:41.884-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,36846,2607:f8b0:4008:806::2003,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,fonts.gstatic.com,2365,6780,8,7,2026-06-13T12:00:38.345-05:00,2026-06-13T12:00:38.668-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,36856,2607:f8b0:4008:806::2003,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,fonts.gstatic.com,3823,11378,18,15,2026-06-13T12:00:38.348-05:00,2026-06-13T12:01:41.885-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,36866,2607:f8b0:4008:806::2003,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,fonts.gstatic.com,2333,6780,8,7,2026-06-13T12:00:38.352-05:00,2026-06-13T12:00:38.668-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,36870,2607:f8b0:4008:806::2003,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,fonts.gstatic.com,2365,6779,8,7,2026-06-13T12:00:38.357-05:00,2026-06-13T12:00:38.669-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,36876,2607:f8b0:4008:806::2003,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,fonts.gstatic.com,2365,6780,8,7,2026-06-13T12:00:38.361-05:00,2026-06-13T12:00:38.681-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,36890,2607:f8b0:4008:806::2003,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,fonts.gstatic.com,2365,6780,8,7,2026-06-13T12:00:38.365-05:00,2026-06-13T12:00:38.670-05:00
6,10.215.173.1,54338,34.160.81.0,443,10252,AIO Launcher,ru.execbit.aiolauncher,HTTPS,Cerrado,o4509058527330304.ingest.us.sentry.io,2118,1676,9,9,2026-06-13T12:00:42.721-05:00,2026-06-13T12:00:42.921-05:00
17,10.215.173.1,50138,142.250.176.74,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,61122,6058,53,34,2026-06-13T12:00:47.701-05:00,2026-06-13T12:00:49.852-05:00
6,10.215.173.1,32806,157.240.14.52,443,10256,WhatsApp,com.whatsapp,HTTPS,Error,v.whatsapp.net,52853,4742,33,32,2026-06-13T12:00:51.711-05:00,2026-06-13T12:01:32.827-05:00
6,10.215.173.1,32820,157.240.14.52,443,10256,WhatsApp,com.whatsapp,HTTPS,Error,v.whatsapp.net,18731,2195,17,16,2026-06-13T12:00:51.719-05:00,2026-06-13T12:01:32.908-05:00
17,10.215.173.1,48769,192.178.50.65,443,10161,Gmail,com.google.android.gm,QUIC,Cerrado,,6556,14304,17,19,2026-06-13T12:00:52.322-05:00,2026-06-13T12:00:52.963-05:00
6,10.215.173.1,39938,172.217.203.188,5228,10147,Servicios de Google Play,com.google.android.gms,TLS,Cerrado,mtalk.google.com,1347,1188,7,8,2026-06-13T12:01:01.298-05:00,2026-06-13T12:02:02.378-05:00
17,10.215.173.1,44622,142.251.155.119,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,8228,12524,24,22,2026-06-13T12:01:09.815-05:00,2026-06-13T12:02:36.107-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,49672,2606:4700:4700::1111,853,-1,Desconocido,unknown,TLS,Error,,3741,7663,24,27,2026-06-13T12:01:09.820-05:00,2026-06-13T12:01:27.634-05:00
17,10.215.173.1,38240,74.125.134.84,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,4435,8021,9,10,2026-06-13T12:01:09.875-05:00,2026-06-13T12:01:10.220-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,39166,2001:4860:4826:7700::,443,10156,Chrome,com.android.chrome,TLS,Cerrado,,140,128,2,2,2026-06-13T12:01:09.988-05:00,2026-06-13T12:01:10.028-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,39178,2001:4860:4826:7700::,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,www.google.com,2334,4388,7,5,2026-06-13T12:01:10.031-05:00,2026-06-13T12:01:20.165-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,37520,2607:f8b0:400c:c32::54,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,accounts.google.com,2339,5450,7,6,2026-06-13T12:01:10.120-05:00,2026-06-13T12:02:12.673-05:00
17,10.215.173.1,50666,216.239.32.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,7762,23800,24,35,2026-06-13T12:01:10.321-05:00,2026-06-13T12:01:37.915-05:00
17,10.215.173.1,59116,216.239.32.223,443,10147,Servicios de Google Play,com.google.android.gms,QUIC,Cerrado,,6472,5843,12,16,2026-06-13T12:01:12.018-05:00,2026-06-13T12:01:12.256-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,34802,2001:4860:4802:34::223,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,addons-pa.googleapis.com,3713,7081,14,14,2026-06-13T12:01:12.355-05:00,2026-06-13T12:02:12.674-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40806,2607:f8b0:4008:80f::2001,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,ci3.googleusercontent.com,2223,16677,13,17,2026-06-13T12:01:13.302-05:00,2026-06-13T12:01:51.814-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,35672,2607:f8b0:4008:80c::2001,443,10161,Gmail,com.google.android.gm,HTTPS,Cerrado,lh3.googleusercontent.com,2209,16349,13,16,2026-06-13T12:01:13.314-05:00,2026-06-13T12:01:51.812-05:00
17,10.215.173.1,40473,162.159.61.3,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,5727,9973,16,19,2026-06-13T12:01:14.440-05:00,2026-06-13T12:01:19.820-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,34486,2a06:98c1:52::3,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,chrome.cloudflare-dns.com,3017,5380,13,12,2026-06-13T12:01:14.447-05:00,2026-06-13T12:02:17.837-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,34492,2a06:98c1:52::3,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,chrome.cloudflare-dns.com,3968,7287,18,15,2026-06-13T12:01:14.452-05:00,2026-06-13T12:02:22.847-05:00
6,10.215.173.1,40466,157.240.14.52,443,10256,WhatsApp,com.whatsapp,HTTPS,Error,v.whatsapp.net,4502,1289,12,11,2026-06-13T12:01:19.384-05:00,2026-06-13T12:01:32.910-05:00
17,10.215.173.1,35923,162.159.61.3,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,5375,8592,14,14,2026-06-13T12:01:19.451-05:00,2026-06-13T12:01:24.644-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,40954,2001:4860:4802:32::223,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,optimizationguide-pa.googleapis.com,5204,29407,16,14,2026-06-13T12:01:19.504-05:00,2026-06-13T12:02:22.848-05:00
17,10.215.173.1,32840,142.251.211.238,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,9774,11596,18,20,2026-06-13T12:01:19.770-05:00,2026-06-13T12:01:21.613-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,49222,2607:f8b0:4008:812::200e,443,10156,Chrome,com.android.chrome,HTTPS,Cerrado,clients4.google.com,22257,9522,18,17,2026-06-13T12:01:24.628-05:00,2026-06-13T12:02:32.868-05:00
17,10.215.173.1,47142,142.251.215.14,443,10156,Chrome,com.android.chrome,QUIC,Cerrado,,4225,9352,7,11,2026-06-13T12:01:28.311-05:00,2026-06-13T12:01:28.619-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,58366,2606:4700:4700::1111,853,-1,Desconocido,unknown,TLS,Error,,5009,10133,35,35,2026-06-13T12:01:32.273-05:00,2026-06-13T12:01:53.081-05:00
6,fd00:2:fd00:1:fd00:1:fd00:1,33980,2a03:2880:f332:121:face:b00c:0:7260,5222,10256,WhatsApp,com.whatsapp,TCP,Cerrado,,400,60,5,1,2026-06-13T12:01:32.366-05:00,2026-06-13T12:02:48.228-05:00
6,10.215.173.1,35534,57.144.23.32,443,10256,WhatsApp,com.whatsapp,HTTPS,Error,v.whatsapp.net,2840,990,10,9,2026-06-13T12:01:32.410-05:00,2026-06-13T12:01:33.225-05:00
6,10.215.173.1,35540,57.144.23.32,443,10256,WhatsApp,com.whatsapp,HTTPS,Error,v.whatsapp.net,2734,990,10,9,2026-06-13T12:01:32.414-05:00,2026-06-13T12:01:33.123-05:00
6,10.215.173.1,35544,57.144.23.32,443,10256,WhatsApp,com.whatsapp,HTTPS,Error,v.whatsapp.net,2767,990,10,9,2026-06-13T12:01:32.422-05:00,2026-06-13T12:01:33.811-05:00
6,10.215.173.1,35558,57.144.23.32,443,10256,WhatsApp,com.whatsapp,HTTPS,Cerrado,v.whatsapp.net,29961,8437,38,38,2026-06-13T12:01:32.426-05:00,2026-06-13T12:04:24.840-05:00
6,10.215.173.1,35570,57.144.23.32,443,10256,WhatsApp,com.whatsapp,HTTPS,Cerrado,v.whatsapp.net,2810,4098,11,11,2026-06-13T12:01:32.437-05:00,2026-06-13T12:01:34.513-05:00
